"assessid" "maxyr.x" "numerator" "denominator" "ratio.x" "btype" "maxyr.y" "u" "fmsy" "ratio.y" "utype"
"165" "SEFSC-GAGSATLC-1962-2005-JENSEN" 2005 3594.7166 3387.43 0.942335760209859 "yes" 2004 0.237 0.31 1.30801687763713 "yes"
"166" "SEFSC-MENATGM-1964-2004-GILROY" 2004 2639200 2442840 1.08038185063287 "no" 2004 0.179296756592907 0.371208 0.483008869940591 "no"
"167" "SEFSC-RGROUPGM-1986-2005-JENSEN" 2005 591 752 1.27241962774958 "yes" 2005 0.22 0.16 0.727272727272727 "yes"
"168" "SEFSC-RPORGYSATLC-1972-2004-JENSEN" 2004 3236.02 1976.16 0.610676077403724 "yes" 2004 0.2 0.07815 0.39075 "yes"
"169" "SEFSC-SNOWGROUPSATLC-1961-2002-STANTON" 2002 2116 394.4 0.186389413988658 "yes" 2002 0.05 0.154 3.08 "yes"
"170" "SEFSC-SPANMACKSATLC-1950-2008-JENSEN" 2007 15027 5672 0.377453916284022 "yes" 2007 0.352 0.32 0.909090909090909 "yes"
"171" "SEFSC-TILESATLC-1961-2002-STANTON" 2002 2611.4 2348.3 0.899249444742284 "yes" 2002 0.043 0.06644 1.54511627906977 "yes"
"172" "SEFSC-VSNAPSATLC-1946-2008-STANTON" 2007 9.16e+09 7.88e+09 0.860262008733624 "yes" 2007 0.386 0.49122 1.27259067357513 "yes"
"173" "SEFSC-YTSNAPSATLCGM-1962-2001-STANTON" 2001 4913 5608 1.1414614288622 "yes" 2001 0.36 0.22 0.611111111111111 "yes"
"174" "SPC-ALBASPAC-1959-2006-JENSEN" 2006 40400 99278 2.45737623762376 "yes" 2006 0.188 0.17 0.904255319148936 "yes"
"175" "SPC-BIGEYEWPO-1952-2006-JENSEN" 2006 102200 108000 1.05675146771037 "yes" 2006 0.2588 0.3563 1.37673879443586 "yes"
"176" "SPC-SKJCWPAC-1972-2006-JENSEN" 2006 894200 3914525 4.37768396331917 "yes" 2006 0.89 0.27 0.303370786516854 "yes"
"177" "SPC-STMARLINSWPO-1950-2004-JENSEN" 2004 10890 9554.4 0.877355371900826 "yes" 2004 0.226 0.06 0.265486725663717 "yes"
"178" "SPC-YFINCWPAC-1952-2005-JENSEN" 2005 679800 832000 1.22388937922918 "yes" 2005 0.2686 0.2141 0.797096053611318 "yes"
"179" "SPRFMO-CHTRACCH-1950-2010-RICARD" 2010 2362660 27320900 0.0864781174851487 "no" 2010 0.315108818027139 0.0861223 3.65885279453915 "no"
"180" "SWFSC-DSOLEPCOAST-1910-2005-STANTON" 2005 117281 188987 1.61140338162192 "yes" 2004 0.0190945628878211 0.0420979 0.453575187546674 "no"
"181" "SWFSC-STFLOUNNPCOAST-1970-2005-STANTON" 2005 1930 2121 1.09896373056995 "yes" 2004 0.0199233716475096 0.0600786 0.331621769606974 "no"
"182" "SWFSC-STFLOUNSPCOAST-1970-2005-STANTON" 2005 934 1445 1.54710920770878 "yes" 2004 0.0127318018267368 0.105479 0.120704612545974 "no"
"183" "WGBFAS-CODBA2224-1969-2007-JENNINGS" 2006 41961 115194 0.364263763737695 "no" 2006 0.542170110340554 0.37945 1.42883149384782 "no"
"184" "WGBFAS-CODBA2532-1964-2007-JENNINGS" 2006 174203 1057370 0.16475122237249 "no" 2006 0.376181810875817 0.258348 1.45610498581687 "no"
"185" "WGBFAS-CODKAT-1970-2006-MINTO" 2006 7980 42492.8 0.187796520822351 "no" 2006 0.109774436090226 0.349263 0.314303078454419 "no"
"186" "WGBFAS-HERR2532-1973-2006-JENNINGS" 2006 1310826 1909120 0.68661268018773 "no" 2006 0.0842003439052933 0.107065 0.786441357168947 "no"
"187" "WGBFAS-HERR30-1972-2007-JENNINGS" 2006 427368 358191 1.19312880558138 "no" 2006 0.160599296156942 0.14593 1.10052282708793 "no"
"188" "WGBFAS-HERR31-1979-2006-JENNINGS" 2006 15776 55195.8 0.285818848535577 "no" 2006 0.18724645030426 0.116882 1.60201271628018 "no"
"189" "WGBFAS-HERRIsum-1983-2007-JENNINGS" 2006 965000 964999 1.0000010362705 "no" 2006 0.134715025906736 0.170505 0.790094284078096 "no"
"190" "WGBFAS-HERRRIGA-1976-2007-JENNINGS" 2006 141923 117463 1.20823578488545 "no" 2006 0.220062991904061 0.251922 0.873536221148056 "no"
"191" "WGBFAS-SOLEIIIa-1982-2007-JENNINGS" 2006 4738 3800.76 1.24659278670582 "no" 2006 0.153862389193753 0.287016 0.536075999922487 "no"
"192" "WGBFAS-SPRAT22-32-1973-2007-JENNINGS" 2006 1818000 1610160 1.129080339842 "no" 2006 0.193619361936194 0.152849 1.26673620328686 "no"
"193" "WGHMM-FMEG8c9a-1986-2006-JENNINGS" 2006 5775 8214 0.703067932797663 "no" 2006 0.189090909090909 0.186787 1.01233441883487 "no"
"194" "WGHMM-HAKENRTN-1977-2007-JENNINGS" 2006 242454 232284 1.04378261094178 "no" 2006 0.172403837428956 0.234554 0.735028340718792 "no"
"195" "WGHMM-MEG8c9a-1985-2007-JENNINGS" 2006 1261 2955 0.42673434856176 "no" 2006 0.166534496431404 0.155425 1.07147818196174 "no"
"196" "WGHMM-SOLEVIII-1982-2006-JENNINGS" 2006 15560 20609 0.755009947110486 "no" 2006 0.286825192802057 0.286251 1.00200590671144 "no"
"197" "WGMHSA-MACKNEICES-1972-2007-JENNINGS" 2006 2915510 2986850 0.9761153054221 "no" 2006 0.162116405020048 0.221137 0.733103935660011 "no"
"198" "WGNPBW-BWHITNEA-1980-2007-JENNINGS" 2006 7014875 10523200 0.66661044169074 "no" 2006 0.278870115290721 0.167725 1.66266278307182 "no"
"199" "WGNSDS-CODIS-1968-2006-MINTO" 2006 4537 30044.1 0.151011346653752 "no" 2006 0.184703548600397 0.330342 0.559128262831843 "no"
"200" "WGNSDS-CODVIa-1977-2006-MINTO" 2006 6881.7 57758.9 0.11914527458106 "no" 2006 0.135475245942136 0.323087 0.419315063565344 "no"
"201" "WGNSDS-HADVIa-1977-2006-MINTO" 2006 45345 78659.9 0.576469077636763 "no" 2006 0.240026463777704 0.327807 0.732218847607599 "no"
"202" "WGNSDS-PLAICIS-1962-2006-MINTO" 2006 13304 12397.2 1.07314554899493 "no" 2006 0.0700541190619363 0.307459 0.227848653192576 "no"
"203" "WGNSDS-SOLEIS-1968-2006-MINTO" 2006 2155 5913.34 0.364430254306365 "no" 2006 0.264037122969838 0.227117 1.16255992712935 "no"
"204" "WGNSSK-CODNS-1962-2007-MINTO" 2006 156429 836284 0.187052484562661 "no" 2006 0.2803572227656 0.349833 0.801403020199923 "no"
"205" "WGNSSK-HADNS-IIIa-1963-2006-MINTO" 2006 1038703 1667420 0.622940231015581 "no" 2006 0.0527128543963 0.209184 0.251992764247266 "no"
"206" "WGNSSK-NPOUTNS-1983-2007-MINTO" 2006 593352 659068 0.900289499717783 "no" 2006 0.0785368550202915 0.23898 0.328633588669728 "no"
"207" "WGNSSK-POLLNS-VI-IIIa-1964-2006-MINTO" 2006 585508 1018310 0.574980114110634 "no" 2006 0.214652916783374 0.222007 0.966874543520585 "no"
"208" "WGNSSK-SEELNS-1983-2007-MINTO" 2007 1750185 1904420 0.919012087669737 "no" 2007 0.117342452369321 0.497805 0.23571971428435 "no"
"209" "WGNSSK-WHITNS-VIId-IIIa-1979-2006-MINTO" 2006 151204 457963 0.330166410823582 "no" 2006 0.215893759424354 0.208014 1.03788090909436 "no"
"210" "WGSSDS-PLAICCELT-1976-2006-JENNINGS" 2006 2546 3940.92 0.646042040944754 "no" 2006 0.158287509819324 0.382936 0.413352387394563 "no"
"211" "WGSSDS-PLAICECHW-1975-2006-JENNINGS" 2006 3616 7041.32 0.513540074872325 "no" 2006 0.348451327433628 0.251291 1.38664467662442 "no"
"212" "WGSSDS-SOLECS-1970-2006-JENNINGS" 2006 3993 4435.45 0.900246874612497 "no" 2006 0.236914600550964 0.248875 0.951942141842146 "no"
"213" "WGSSDS-SOLEVIIe-1968-2006-JENNINGS" 2006 3520 6877 0.51185109786244 "no" 2006 0.272159090909091 0.156606 1.73785864468214 "no"
"214" "WGSSDS-WHITVIIek-1982-2007-JENNINGS" 2006 26874 60728.9 0.442524070088541 "no" 2006 0.353501525638163 0.282831 1.24986838655651 "no"
