"assessid" "currentyr" "b.ratio" "u.ratio" "type" "fromassessment"
"282" "WGNSSK-CODNS-1962-2007-MINTO" 2006 0.187052484562661 0.801403020199923 "salt" "no"
"283" "WGNSSK-HADNS-IIIa-1963-2006-MINTO" 2006 0.622940231015581 0.251992764247266 "salt" "no"
"284" "WGNSSK-HADROCK-1990-2007-JENNINGS" 2006 1.10002633138042 0.524978606741218 "salt" "no"
"285" "WGNSSK-NPOUTNS-1983-2007-MINTO" 2006 0.900289499717783 0.328633588669728 "salt" "no"
"286" "WGNSSK-POLLNS-VI-IIIa-1964-2006-MINTO" 2006 0.574980114110634 0.966874543520585 "salt" "no"
"287" "WGNSSK-SEELNS-1983-2007-MINTO" 2007 0.919012087669737 0.235719714284350 "salt" "no"
"288" "WGNSSK-WHITNS-VIId-IIIa-1979-2006-MINTO" 2006 0.330166410823582 1.03788090909436 "salt" "no"
"289" "WGSSDS-HADVIIb-k-1993-2006-JENNINGS" 2006 1.37130801687764 0.410435827747791 "salt" "no"
"290" "WGSSDS-PLAICCELT-1976-2006-JENNINGS" 2006 0.646042040944754 0.413352387394563 "salt" "no"
"291" "WGSSDS-PLAICECHW-1975-2006-JENNINGS" 2006 0.513540074872325 1.38664467662442 "salt" "no"
"292" "WGSSDS-SOLECS-1970-2006-JENNINGS" 2006 0.900246874612497 0.951942141842146 "salt" "no"
"293" "WGSSDS-SOLEVIIe-1968-2006-JENNINGS" 2006 0.51185109786244 1.73785864468214 "salt" "no"
"294" "WGSSDS-WHITVIIek-1982-2007-JENNINGS" 2006 0.442524070088541 1.24986838655651 "salt" "no"
